TITLE = "Equilibrium TP Sweep: AIR5"
VARIABLES = "T [K]", "P [Pa]", "Y(N2)", "Y(O2)", "Y(NO)", "Y(N)", "Y(O)"
ZONE T="TP_Sweep", I=2000, F=BLOCK
1.35965013e-06 1.35382454e-06 1.34803222e-06 1.34227295e-06 1.33654648e-06 
1.33085260e-06 1.32519107e-06 1.31956166e-06 1.31396414e-06 1.30839830e-06 
1.30286390e-06 1.29736074e-06 1.29188859e-06 1.28644723e-06 1.28103646e-06 
1.27565605e-06 1.27030580e-06 1.26498549e-06 1.25969493e-06 1.25443389e-06 
1.24920219e-06 1.24399961e-06 1.23882596e-06 1.23368103e-06 1.22856463e-06 
1.22347656e-06 1.21841663e-06 1.21338464e-06 1.20838041e-06 1.20340374e-06 
1.19845444e-06 1.19353233e-06 1.18863723e-06 1.18376894e-06 1.17892729e-06 
1.17411209e-06 1.16932317e-06 1.16456035e-06 1.15982345e-06 1.15511230e-06 
1.15042672e-06 1.14576654e-06 1.14113159e-06 1.13652170e-06 1.13193670e-06 
1.12737642e-06 1.12284071e-06 1.11832939e-06 1.11384231e-06 1.10937929e-06 
1.10494018e-06 1.10052483e-06 1.09613307e-06 1.09176474e-06 1.08741970e-06 
1.08309778e-06 1.07879884e-06 1.07452272e-06 1.07026927e-06 1.06603835e-06 
1.06182980e-06 1.05764347e-06 1.05347923e-06 1.04933692e-06 1.04521641e-06 
1.04111755e-06 1.03704019e-06 1.03298421e-06 1.02894945e-06 1.02493579e-06 
1.02094308e-06 1.01697118e-06 1.01301997e-06 1.00908931e-06 1.00517907e-06 
1.00128911e-06 9.97419298e-07 9.93569514e-07 9.89739624e-07 9.85929501e-07 
9.82139017e-07 9.78368047e-07 9.74616466e-07 9.70884149e-07 9.67170974e-07 
9.63476817e-07 9.59801559e-07 9.56145079e-07 9.52507256e-07 9.48887973e-07 
9.45287113e-07 9.41704557e-07 9.38140191e-07 9.34593899e-07 9.31065568e-07 
9.27555083e-07 9.24062333e-07 9.20587206e-07 9.17129591e-07 9.13689378e-07 
9.10266458e-07 9.06860723e-07 9.03472066e-07 9.00100379e-07 8.96745556e-07 
8.93407494e-07 8.90086086e-07 8.86781230e-07 8.83492823e-07 8.80220763e-07 
8.76964948e-07 8.73725278e-07 8.70501654e-07 8.67293975e-07 8.64102144e-07 
8.60926063e-07 8.57765636e-07 8.54620765e-07 8.51491356e-07 8.48377314e-07 
8.45278544e-07 8.42194953e-07 8.39126449e-07 8.36072939e-07 8.33034332e-07 
8.30010537e-07 8.27001464e-07 8.24007024e-07 8.21027127e-07 8.18061687e-07 
8.15110614e-07 8.12173823e-07 8.09251227e-07 8.06342740e-07 8.03448278e-07 
8.00567755e-07 7.97701089e-07 7.94848196e-07 7.92008993e-07 7.89183398e-07 
7.86371330e-07 7.83572709e-07 7.80787453e-07 7.78015483e-07 7.75256719e-07 
7.72511085e-07 7.69778500e-07 7.67058888e-07 7.64352172e-07 7.61658275e-07 
7.58977122e-07 7.56308638e-07 7.53652746e-07 7.51009374e-07 7.48378448e-07 
7.45759893e-07 7.43153639e-07 7.40559611e-07 7.37977739e-07 7.35407952e-07 
7.32850179e-07 7.30304349e-07 7.27770393e-07 7.25248241e-07 7.22737826e-07 
7.20239077e-07 7.17751929e-07 7.15276313e-07 7.12812163e-07 7.10359412e-07 
7.07917994e-07 7.05487844e-07 7.03068897e-07 7.00661088e-07 6.98264353e-07 
6.95878627e-07 6.93503849e-07 6.91139956e-07 6.88786883e-07 6.86444571e-07 
6.84112957e-07 6.81791980e-07 6.79481579e-07 6.77181694e-07 6.74892265e-07 
6.72613233e-07 6.70344539e-07 6.68086123e-07 6.65837928e-07 6.63599896e-07 
6.61371969e-07 6.59154089e-07 6.56946201e-07 6.54748249e-07 6.52560175e-07 
6.50381924e-07 6.48213442e-07 6.46054673e-07 6.43905562e-07 6.41766057e-07 
6.39636102e-07 6.37515645e-07 6.35404633e-07 6.33303012e-07 6.31210731e-07 
6.29127737e-07 6.27053980e-07 6.24989406e-07 6.22933967e-07 6.20887610e-07 
6.18850286e-07 6.16821945e-07 6.14802536e-07 6.12792012e-07 6.10790322e-07 
6.08797419e-07 6.06813253e-07 6.04837778e-07 6.02870944e-07 6.00912705e-07 
5.98963013e-07 5.97021823e-07 5.95089087e-07 5.93164759e-07 5.91248794e-07 
5.89341145e-07 5.87441768e-07 5.85550618e-07 5.83667649e-07 5.81792818e-07 
5.79926081e-07 5.78067393e-07 5.76216711e-07 5.74373992e-07 5.72539193e-07 
5.70712271e-07 5.68893184e-07 5.67081889e-07 5.65278345e-07 5.63482510e-07 
5.61694343e-07 5.59913803e-07 5.58140848e-07 5.56375439e-07 5.54617535e-07 
5.52867096e-07 5.51124082e-07 5.49388454e-07 5.47660173e-07 5.45939199e-07 
5.44225493e-07 5.42519017e-07 5.40819734e-07 5.39127604e-07 5.37442590e-07 
5.35764655e-07 5.34093760e-07 5.32429870e-07 5.30772946e-07 5.29122954e-07 
5.27479855e-07 5.25843614e-07 5.24214196e-07 5.22591563e-07 5.20975682e-07 
5.19366515e-07 5.17764030e-07 5.16168190e-07 5.14578961e-07 5.12996309e-07 
5.11420199e-07 5.09850598e-07 5.08287471e-07 5.06730786e-07 5.05180508e-07 
5.03636605e-07 5.02099044e-07 5.00567792e-07 4.99042817e-07 4.97524085e-07 
4.96011566e-07 4.94505227e-07 4.93005037e-07 4.91510963e-07 4.90022975e-07 
4.88541041e-07 4.87065131e-07 4.85595213e-07 4.84131257e-07 4.82673234e-07 
4.81221111e-07 4.79774860e-07 4.78334451e-07 4.76899854e-07 4.75471039e-07 
4.74047978e-07 4.72630640e-07 4.71218998e-07 4.69813022e-07 4.68412684e-07 
4.67017955e-07 4.65628807e-07 4.64245212e-07 4.62867142e-07 4.61494570e-07 
4.60127468e-07 4.58765807e-07 4.57409562e-07 4.56058705e-07 4.54713210e-07 
4.53373048e-07 4.52038194e-07 4.50708622e-07 4.49384305e-07 4.48065216e-07 
4.46751331e-07 4.45442622e-07 4.44139066e-07 4.42840635e-07 4.41547304e-07 
4.40259050e-07 4.38975845e-07 4.37697666e-07 4.36424488e-07 4.35156285e-07 
4.33893034e-07 4.32634711e-07 4.31381290e-07 4.30132749e-07 4.28889063e-07 
4.27650208e-07 4.26416161e-07 4.25186898e-07 4.23962396e-07 4.22742632e-07 
4.21527583e-07 4.20317225e-07 4.19111536e-07 4.17910494e-07 4.16714075e-07 
4.15522257e-07 4.14335019e-07 4.13152337e-07 4.11974191e-07 4.10800557e-07 
4.09631415e-07 4.08466742e-07 4.07306517e-07 4.06150719e-07 4.04999326e-07 
4.03852318e-07 4.02709673e-07 4.01571370e-07 4.00437389e-07 3.99307708e-07 
3.98182308e-07 3.97061168e-07 3.95944268e-07 3.94831587e-07 3.93723106e-07 
3.92618804e-07 3.91518662e-07 3.90422659e-07 3.89330777e-07 3.88242995e-07 
3.87159295e-07 3.86079656e-07 3.85004061e-07 3.83932490e-07 3.82864923e-07 
3.81801342e-07 3.80741728e-07 3.79686063e-07 3.78634328e-07 3.77586505e-07 
3.76542575e-07 3.75502520e-07 3.74466322e-07 3.73433963e-07 3.72405425e-07 
3.71380690e-07 3.70359741e-07 3.69342559e-07 3.68329128e-07 3.67319429e-07 
3.66313446e-07 3.65311162e-07 3.64312559e-07 3.63317620e-07 3.62326328e-07 
3.61338666e-07 3.60354619e-07 3.59374168e-07 3.58397297e-07 3.57423991e-07 
3.56454232e-07 3.55488004e-07 3.54525291e-07 3.53566077e-07 3.52610346e-07 
3.51658082e-07 3.50709270e-07 3.49763892e-07 3.48821934e-07 3.47883380e-07 
3.46948215e-07 3.46016422e-07 3.45087988e-07 3.44162896e-07 3.43241132e-07 
3.42322679e-07 3.41407524e-07 3.40495652e-07 3.39587046e-07 3.38681694e-07 
3.37779580e-07 3.36880689e-07 3.35985007e-07 3.35092519e-07 3.34203212e-07 
3.33317070e-07 3.32434081e-07 3.31554228e-07 3.30677499e-07 3.29803880e-07 
3.28933356e-07 3.28065914e-07 3.27201539e-07 3.26340219e-07 3.25481940e-07 
3.24626688e-07 3.23774449e-07 3.22925211e-07 3.22078960e-07 3.21235682e-07 
3.20395365e-07 3.19557995e-07 3.18723560e-07 3.17892046e-07 3.17063441e-07 
3.16237731e-07 3.15414904e-07 3.14594947e-07 3.13777848e-07 3.12963594e-07 
3.12152173e-07 3.11343572e-07 3.10537778e-07 3.09734780e-07 3.08934565e-07 
3.08137121e-07 3.07342436e-07 3.06550498e-07 3.05761294e-07 3.04974814e-07 
3.04191045e-07 3.03409975e-07 3.02631593e-07 3.01855887e-07 3.01082845e-07 
3.00312456e-07 2.99544709e-07 2.98779591e-07 2.98017092e-07 2.97257200e-07 
2.96499904e-07 2.95745192e-07 2.94993055e-07 2.94243480e-07 2.93496456e-07 
2.92751973e-07 2.92010020e-07 2.91270586e-07 2.90533660e-07 2.89799231e-07 
2.89067289e-07 2.88337822e-07 2.87610822e-07 2.86886276e-07 2.86164175e-07 
2.85444507e-07 2.84727264e-07 2.84012434e-07 2.83300007e-07 2.82589973e-07 
2.81882322e-07 2.81177043e-07 2.80474128e-07 2.79773565e-07 2.79075345e-07 
2.78379457e-07 2.77685893e-07 2.76994642e-07 2.76305695e-07 2.75619041e-07 
2.74934672e-07 2.74252577e-07 2.73572747e-07 2.72895173e-07 2.72219845e-07 
2.71546754e-07 2.70875890e-07 2.70207244e-07 2.69540807e-07 2.68876570e-07 
2.68214523e-07 2.67554658e-07 2.66896964e-07 2.66241434e-07 2.65588058e-07 
2.64936828e-07 2.64287734e-07 2.63640767e-07 2.62995920e-07 2.62353182e-07 
2.61712546e-07 2.61074002e-07 2.60437542e-07 2.59803158e-07 2.59170840e-07 
2.58540581e-07 2.57912372e-07 2.57286205e-07 2.56662070e-07 2.56039960e-07 
2.55419867e-07 2.54801782e-07 2.54185697e-07 2.53571604e-07 2.52959495e-07 
2.52349361e-07 2.51741195e-07 2.51134989e-07 2.50530734e-07 2.49928423e-07 
2.49328047e-07 2.48729600e-07 2.48133073e-07 2.47538458e-07 2.46945747e-07 
2.46354934e-07 2.45766010e-07 2.45178967e-07 2.44593799e-07 2.44010497e-07 
2.43429054e-07 2.42849462e-07 2.42271714e-07 2.41695803e-07 2.41121722e-07 
2.40549462e-07 2.39979017e-07 2.39410379e-07 2.38843541e-07 2.38278497e-07 
2.37715238e-07 2.37153757e-07 2.36594048e-07 2.36036104e-07 2.35479917e-07 
2.34925481e-07 2.34372788e-07 2.33821832e-07 2.33272606e-07 2.32725102e-07 
2.32179315e-07 2.31635237e-07 2.31092861e-07 2.30552181e-07 2.30013190e-07 
2.29475881e-07 2.28940249e-07 2.28406285e-07 2.27873984e-07 2.27343339e-07 
2.26814344e-07 2.26286992e-07 2.25761276e-07 2.25237191e-07 2.24714729e-07 
2.24193885e-07 2.23674653e-07 2.23157025e-07 2.22640996e-07 2.22126559e-07 
2.21613708e-07 2.21102437e-07 2.20592741e-07 2.20084612e-07 2.19578044e-07 
2.19073032e-07 2.18569570e-07 2.18067652e-07 2.17567271e-07 2.17068421e-07 
2.16571097e-07 2.16075294e-07 2.15581004e-07 2.15088222e-07 2.14596943e-07 
2.14107160e-07 2.13618868e-07 2.13132061e-07 2.12646733e-07 2.12162879e-07 
2.11680493e-07 2.11199569e-07 2.10720102e-07 2.10242087e-07 2.09765517e-07 
2.09290387e-07 2.08816692e-07 2.08344426e-07 2.07873584e-07 2.07404161e-07 
2.06936150e-07 2.06469547e-07 2.06004346e-07 2.05540541e-07 2.05078129e-07 
2.04617103e-07 2.04157458e-07 2.03699189e-07 2.03242290e-07 2.02786757e-07 
2.02332584e-07 2.01879767e-07 2.01428299e-07 2.00978177e-07 2.00529395e-07 
2.00081947e-07 1.99635829e-07 1.99191037e-07 1.98747564e-07 1.98305406e-07 
1.97864559e-07 1.97425016e-07 1.96986774e-07 1.96549828e-07 1.96114171e-07 
1.95679801e-07 1.95246712e-07 1.94814899e-07 1.94384357e-07 1.93955083e-07 
1.93527070e-07 1.93100315e-07 1.92674812e-07 1.92250557e-07 1.91827546e-07 
1.91405774e-07 1.90985236e-07 1.90565927e-07 1.90147844e-07 1.89730982e-07 
1.89315335e-07 1.88900901e-07 1.88487673e-07 1.88075648e-07 1.87664822e-07 
1.87255189e-07 1.86846747e-07 1.86439489e-07 1.86033412e-07 1.85628512e-07 
1.85224784e-07 1.84822223e-07 1.84420827e-07 1.84020590e-07 1.83621508e-07 
1.83223577e-07 1.82826793e-07 1.82431152e-07 1.82036649e-07 1.81643280e-07 
1.81251042e-07 1.80859930e-07 1.80469940e-07 1.80081067e-07 1.79693309e-07 
1.79306661e-07 1.78921118e-07 1.78536678e-07 1.78153335e-07 1.77771087e-07 
1.77389928e-07 1.77009855e-07 1.76630865e-07 1.76252953e-07 1.75876115e-07 
1.75500348e-07 1.75125648e-07 1.74752011e-07 1.74379433e-07 1.74007910e-07 
1.73637438e-07 1.73268015e-07 1.72899635e-07 1.72532296e-07 1.72165993e-07 
1.71800723e-07 1.71436483e-07 1.71073268e-07 1.70711075e-07 1.70349900e-07 
1.69989740e-07 1.69630591e-07 1.69272450e-07 1.68915312e-07 1.68559175e-07 
1.68204035e-07 1.67849888e-07 1.67496731e-07 1.67144561e-07 1.66793373e-07 
1.66443164e-07 1.66093932e-07 1.65745672e-07 1.65398381e-07 1.65052055e-07 
1.64706692e-07 1.64362288e-07 1.64018840e-07 1.63676344e-07 1.63334796e-07 
1.62994194e-07 1.62654535e-07 1.62315814e-07 1.61978029e-07 1.61641177e-07 
1.61305253e-07 1.60970256e-07 1.60636181e-07 1.60303026e-07 1.59970787e-07 
1.59639462e-07 1.59309046e-07 1.58979537e-07 1.58650932e-07 1.58323227e-07 
1.57996420e-07 1.57670507e-07 1.57345485e-07 1.57021352e-07 1.56698103e-07 
1.56375737e-07 1.56054250e-07 1.55733638e-07 1.55413900e-07 1.55095032e-07 
1.54777030e-07 1.54459893e-07 1.54143616e-07 1.53828198e-07 1.53513635e-07 
1.53199924e-07 1.52887062e-07 1.52575047e-07 1.52263876e-07 1.51953545e-07 
1.51644051e-07 1.51335393e-07 1.51027567e-07 1.50720570e-07 1.50414400e-07 
1.50109053e-07 1.49804527e-07 1.49500819e-07 1.49197926e-07 1.48895846e-07 
1.48594575e-07 1.48294112e-07 1.47994452e-07 1.47695595e-07 1.47397536e-07 
1.47100273e-07 1.46803804e-07 1.46508126e-07 1.46213236e-07 1.45919131e-07 
1.45625809e-07 1.45333268e-07 1.45041504e-07 1.44750515e-07 1.44460298e-07 
1.44170852e-07 1.43882172e-07 1.43594257e-07 1.43307105e-07 1.43020712e-07 
2.15003510e-07 2.20987518e-07 2.27188640e-07 2.33615750e-07 2.40278867e-07 
3.14011988e-07 3.21581144e-07 3.29397138e-07 3.37469917e-07 3.45809962e-07 
3.54428240e-07 3.63336257e-07 3.72546082e-07 3.82070383e-07 3.91922458e-07 
4.02116273e-07 4.12666497e-07 4.23588545e-07 4.34898621e-07 4.46613762e-07 
4.58751890e-07 4.71331861e-07 5.64223955e-07 5.76792188e-07 5.89757452e-07 
6.03135562e-07 6.16943214e-07 6.31197860e-07 6.45917800e-07 6.61122225e-07 
7.53345729e-07 7.66858131e-07 7.80743726e-07 7.95015852e-07 8.09688648e-07 
8.24776787e-07 8.40295597e-07 8.56261091e-07 8.72690007e-07 8.89599843e-07 
9.07008896e-07 9.24936310e-07 9.43402119e-07 9.62427293e-07 9.82033796e-07 
1.00224463e-06 1.02308391e-06 1.04457691e-06 1.07199559e-06 1.12034878e-06 
1.18997473e-06 1.28209537e-06 1.39872255e-06 1.54261594e-06 1.71727512e-06 
1.92695496e-06 2.17669613e-06 2.47236547e-06 2.82070170e-06 3.22936329e-06 
3.70697549e-06 4.26317447e-06 4.90864652e-06 5.65516105e-06 8.25028973e-06 
1.05502225e-05 1.29506311e-05 1.54543837e-05 1.84944083e-05 2.11648221e-05 
2.45027976e-05 2.79693758e-05 3.16170934e-05 3.60473927e-05 4.05846990e-05 
4.53587511e-05 5.04587287e-05 5.65933603e-05 6.28420715e-05 6.94230153e-05 
7.64537682e-05 8.40036344e-05 9.29736970e-05 1.01148594e-04 1.11270174e-04 
1.21570316e-04 1.32437405e-04 1.44009211e-04 1.56349180e-04 1.69500280e-04 
1.83500477e-04 1.98386950e-04 2.14197148e-04 2.30969030e-04 2.48741103e-04 
2.67552400e-04 2.87442462e-04 3.08451301e-04 3.30619379e-04 3.53987570e-04 
3.78597137e-04 4.04489698e-04 4.31707196e-04 4.60291870e-04 4.90024181e-04 
5.18773509e-04 5.53407412e-04 5.85878822e-04 6.21755894e-04 6.59340749e-04 
6.98516019e-04 7.38861654e-04 7.80919794e-04 8.24733059e-04 8.70344064e-04 
9.17795384e-04 9.67129534e-04 1.01838894e-03 1.07161590e-03 1.12685258e-03 
1.18414097e-03 1.24352287e-03 1.30503986e-03 1.36873326e-03 1.43464414e-03 
1.50281327e-03 1.57328111e-03 1.64608776e-03 1.72127298e-03 1.79887614e-03 
1.87893621e-03 1.96149173e-03 2.04658080e-03 2.13424107e-03 2.22450968e-03 
2.31742328e-03 2.41301802e-03 2.51132949e-03 2.61239274e-03 2.71624225e-03 
2.82291191e-03 2.93243503e-03 3.04484426e-03 3.16017168e-03 3.27844869e-03 
3.39970605e-03 3.52397384e-03 3.65128148e-03 3.78165768e-03 3.91513045e-03 
4.05172709e-03 4.19147418e-03 4.33439755e-03 4.48052229e-03 4.62987275e-03 
4.78247250e-03 4.93834435e-03 5.09751031e-03 5.25999163e-03 5.42580873e-03 
5.59498125e-03 5.76752800e-03 5.94346699e-03 6.12281538e-03 6.30558953e-03 
6.49180491e-03 6.68147619e-03 6.87461716e-03 7.07124075e-03 7.27135904e-03 
7.47498321e-03 7.68212360e-03 7.89278961e-03 8.10698981e-03 8.32473181e-03 
8.54602237e-03 8.77086729e-03 8.99927149e-03 9.23123894e-03 9.46677269e-03 
9.70587486e-03 9.94854658e-03 1.01947881e-02 1.04445986e-02 1.06979765e-02 
1.09549190e-02 1.12154224e-02 1.14794820e-02 1.17470923e-02 1.20182464e-02 
1.22929367e-02 1.25711545e-02 1.28528900e-02 1.31381323e-02 1.34268696e-02 
1.37190889e-02 1.40147761e-02 1.43139162e-02 1.46164929e-02 1.49224888e-02 
1.52318854e-02 1.55446631e-02 1.58608011e-02 1.61802774e-02 1.65030689e-02 
1.68291512e-02 1.71584986e-02 1.74910845e-02 1.78268807e-02 1.81658579e-02 
1.85079854e-02 1.88532314e-02 1.92015627e-02 1.95529446e-02 1.99073413e-02 
2.02647153e-02 2.06250282e-02 2.09882396e-02 2.13543082e-02 2.17231909e-02 
2.20948432e-02 2.24692192e-02 2.28462715e-02 2.32259510e-02 2.36082073e-02 
2.39929880e-02 2.43802396e-02 2.47699067e-02 2.51619322e-02 2.55562576e-02 
2.59528224e-02 2.63515647e-02 2.67524207e-02 2.71553247e-02 2.75602096e-02 
2.79670063e-02 2.83756437e-02 2.87860493e-02 2.91981483e-02 2.96118644e-02 
3.00271191e-02 3.04438322e-02 3.08619214e-02 3.12813026e-02 3.17018897e-02 
3.21235945e-02 3.25463270e-02 3.29699949e-02 3.33945041e-02 3.38197585e-02 
3.42456597e-02 3.46721074e-02 3.50989993e-02 3.55262308e-02 3.59536954e-02 
3.63812843e-02 3.68088869e-02 3.72363903e-02 3.76636795e-02 3.80906374e-02 
3.85171449e-02 3.89430808e-02 3.93683217e-02 3.97927422e-02 4.02162149e-02 
4.06386104e-02 4.10597971e-02 4.14796415e-02 4.18980082e-02 4.23147598e-02 
4.27297569e-02 4.31428584e-02 4.35539212e-02 4.39628005e-02 4.43693497e-02 
4.47734206e-02 4.51748631e-02 4.55735259e-02 4.59692559e-02 4.63618986e-02 
4.67512981e-02 4.71372973e-02 4.75197378e-02 4.78984600e-02 4.82733035e-02 
4.86441067e-02 4.90107072e-02 4.93729421e-02 4.97306477e-02 5.00836597e-02 
5.04318138e-02 5.07749451e-02 5.11128889e-02 5.14454803e-02 5.17725549e-02 
5.20939485e-02 5.24094974e-02 5.27190388e-02 5.30224106e-02 5.33194519e-02 
5.36100029e-02 5.38939054e-02 5.41710029e-02 5.44411406e-02 5.47041659e-02 
5.49599285e-02 5.52082805e-02 5.54490768e-02 5.56821753e-02 5.59074371e-02 
5.61247268e-02 5.63339124e-02 5.65348662e-02 5.67274643e-02 5.69115876e-02 
5.70871213e-02 5.72539556e-02 5.74119860e-02 5.75611131e-02 5.77012433e-02 
5.78322887e-02 5.79541676e-02 5.80668046e-02 5.81701307e-02 5.82640836e-02 
5.83486080e-02 5.84236558e-02 5.84891860e-02 5.85451652e-02 5.85915674e-02 
5.86283747e-02 5.86555767e-02 5.86731713e-02 5.86811643e-02 5.86795699e-02 
5.86684103e-02 5.86477161e-02 5.86175262e-02 5.85778878e-02 5.85288565e-02 
5.84704960e-02 5.84028784e-02 5.83260837e-02 5.82402002e-02 5.81453239e-02 
5.80415588e-02 5.79290165e-02 5.78078158e-02 5.76780829e-02 5.75399513e-02 
5.73935608e-02 5.72390581e-02 5.70765961e-02 5.69063336e-02 5.67284351e-02 
5.65430705e-02 5.63504148e-02 5.61506475e-02 5.59439528e-02 5.57305186e-02 
5.55105365e-02 5.52842015e-02 5.50517114e-02 5.48132665e-02 5.45690693e-02 
5.43193242e-02 5.40642368e-02 5.38040140e-02 5.35388630e-02 5.32689918e-02 
5.29946080e-02 5.27159191e-02 5.24331318e-02 5.21464518e-02 5.18560835e-02 
5.15622298e-02 5.12650914e-02 5.09648672e-02 5.06617535e-02 5.03559441e-02 
5.00476296e-02 4.97369980e-02 4.94242336e-02 4.91095175e-02 4.87930270e-02 
4.84749358e-02 4.81554137e-02 4.78346263e-02 4.75127352e-02 4.71898979e-02 
4.68662675e-02 4.65419928e-02 4.62172181e-02 4.58920835e-02 4.55667243e-02 
4.52412718e-02 4.49158524e-02 4.45905883e-02 4.42655972e-02 4.39409923e-02 
4.36168826e-02 4.32933726e-02 4.29705627e-02 4.26485487e-02 4.23274227e-02 
4.20072723e-02 4.16881814e-02 4.13702297e-02 4.10534932e-02 4.07380440e-02 
4.04239505e-02 4.01112775e-02 3.98000864e-02 3.94904350e-02 3.91823779e-02 
3.88759664e-02 3.85712485e-02 3.82682695e-02 3.79670715e-02 3.76676937e-02 
3.73701727e-02 3.70745424e-02 3.67808341e-02 3.64890765e-02 3.61992961e-02 
3.59115170e-02 3.56257611e-02 3.53420482e-02 3.50603960e-02 3.47808203e-02 
3.45033350e-02 3.42279522e-02 3.39546822e-02 3.36835339e-02 3.34145144e-02 
3.31476293e-02 3.28828830e-02 3.26202782e-02 3.23598165e-02 3.21014983e-02 
3.18453228e-02 3.15912880e-02 3.13393909e-02 3.10896275e-02 3.08419928e-02 
3.05964811e-02 3.03530855e-02 3.01117986e-02 2.98726122e-02 2.96355172e-02 
2.94005041e-02 2.91675625e-02 2.89366816e-02 2.87078500e-02 2.84810558e-02 
2.82562866e-02 2.80335295e-02 2.78127712e-02 2.75939981e-02 2.73771962e-02 
2.71623510e-02 2.69494480e-02 2.67384723e-02 2.65294085e-02 2.63222413e-02 
2.61169551e-02 2.59135341e-02 2.57119621e-02 2.55122231e-02 2.53143008e-02 
2.51181788e-02 2.49238406e-02 2.47312695e-02 2.45404490e-02 2.43513622e-02 
2.41639925e-02 2.39783230e-02 2.37943368e-02 2.36120173e-02 2.34313475e-02 
2.32523106e-02 2.30748899e-02 2.28990685e-02 2.27248297e-02 2.25521569e-02 
2.23810333e-02 2.22114425e-02 2.20433679e-02 2.18767931e-02 2.17117017e-02 
2.15480774e-02 2.13859040e-02 2.12251655e-02 2.10658459e-02 2.09079292e-02 
2.07513997e-02 2.05962417e-02 2.04424396e-02 2.02899779e-02 2.01388414e-02 
1.99890148e-02 1.98404829e-02 1.96932309e-02 1.95472439e-02 1.94025072e-02 
1.92590061e-02 1.91167263e-02 1.89756534e-02 1.88357733e-02 1.86970718e-02 
1.85595350e-02 1.84231493e-02 1.82879009e-02 1.81537763e-02 1.80207623e-02 
1.78888454e-02 1.77580128e-02 1.76282513e-02 1.74995483e-02 1.73718910e-02 
1.72452668e-02 1.71196635e-02 1.69950688e-02 1.68714705e-02 1.67488567e-02 
1.66272155e-02 1.65065352e-02 1.63868043e-02 1.62680113e-02 1.61501449e-02 
1.60331940e-02 1.59171476e-02 1.58019947e-02 1.56877247e-02 1.55743268e-02 
1.54617906e-02 1.53501058e-02 1.52392620e-02 1.51292492e-02 1.50200575e-02 
1.49116769e-02 1.48040978e-02 1.46973106e-02 1.45913057e-02 1.44860739e-02 
1.43816059e-02 1.42778927e-02 1.41749252e-02 1.40726946e-02 1.39711922e-02 
1.38704093e-02 1.37703375e-02 1.36709684e-02 1.35722937e-02 1.34743052e-02 
1.33769949e-02 1.32803549e-02 1.31843774e-02 1.30890547e-02 1.29943793e-02 
1.29003435e-02 1.28069401e-02 1.27141617e-02 1.26220013e-02 1.25304518e-02 
1.24395063e-02 1.23491579e-02 1.22593998e-02 1.21702255e-02 1.20816284e-02 
1.19936021e-02 1.19061403e-02 1.18192367e-02 1.17328852e-02 1.16470798e-02 
1.15618145e-02 1.14770835e-02 1.13928811e-02 1.13092016e-02 1.08681551e-02 
1.07869583e-02 1.07062694e-02 1.06260830e-02 1.05463941e-02 1.04671974e-02 
1.03884881e-02 1.03102613e-02 1.02325122e-02 1.01552360e-02 1.00784282e-02 
1.00020841e-02 9.92619924e-03 9.85076935e-03 9.77579006e-03 9.70125715e-03 
9.62716647e-03 9.55351397e-03 9.48029566e-03 9.40750762e-03 9.33514602e-03 
9.26320711e-03 9.19168722e-03 9.12058273e-03 9.04989011e-03 8.97960591e-03 
8.90972674e-03 8.84024930e-03 8.77117034e-03 8.70248670e-03 8.63419527e-03 
8.56629302e-03 8.49877700e-03 8.43164431e-03 8.36489213e-03 8.29851770e-03 
8.23251832e-03 8.16689137e-03 8.10163429e-03 8.03674458e-03 7.97221980e-03 
7.90805757e-03 7.84425560e-03 7.78081161e-03 7.71772344e-03 7.65498894e-03 
7.59260604e-03 7.53057273e-03 7.46888705e-03 7.40754710e-03 7.34655103e-03 
7.28589706e-03 7.22558345e-03 7.16560852e-03 7.10597063e-03 7.04666821e-03 
6.98769974e-03 6.92906372e-03 6.87075874e-03 6.81278342e-03 6.75513642e-03 
6.69781645e-03 6.64082228e-03 6.58415272e-03 6.52780660e-03 6.47178283e-03 
6.41608034e-03 6.36069810e-03 6.30563513e-03 6.25089048e-03 6.19646325e-03 
6.14235257e-03 6.08855761e-03 6.03507757e-03 5.98191168e-03 5.92905923e-03 
5.87651951e-03 5.82429186e-03 5.77237564e-03 5.72077026e-03 5.66947513e-03 
5.61848971e-03 5.56781347e-03 5.51744592e-03 5.46738659e-03 5.41763502e-03 
5.36819078e-03 5.31905348e-03 5.27022272e-03 5.22169813e-03 5.17347937e-03 
5.12556611e-03 5.07795801e-03 5.03065479e-03 4.98365614e-03 4.93696180e-03 
4.89057148e-03 4.84448494e-03 4.79870193e-03 4.75322220e-03 4.70804553e-03 
4.66317167e-03 4.61860042e-03 4.57433153e-03 4.53036481e-03 4.48670003e-03 
4.44333697e-03 4.40027541e-03 4.35751514e-03 4.31505593e-03 4.27289755e-03 
4.23103978e-03 4.18948237e-03 4.14822507e-03 4.10726765e-03 4.06660982e-03 
4.02625133e-03 3.98619189e-03 3.94643120e-03 3.90696897e-03 3.86780486e-03 
3.82893855e-03 3.79036969e-03 3.75209792e-03 3.71412285e-03 3.67644409e-03 
3.63906122e-03 3.60197380e-03 3.56518139e-03 3.52868352e-03 3.49247968e-03 
3.45656937e-03 3.42095205e-03 3.38562716e-03 3.35059413e-03 3.31585235e-03 
